"","Car_id","Date","Gender","Annual.Income","Company","Model","Engine","Transmission","Color","Price","Body.Style","Dealer_Region"
"3798","C_CND_003798","7/9/2022","Male",860000,"Chevrolet","Prizm","DoubleÂ Overhead Camshaft","Auto","Pale White",42000,"Hatchback","Middletown"
"3799","C_CND_003799","7/9/2022","Male",605000,"Nissan","Pathfinder","Overhead Camshaft","Manual","Pale White",16001,"Hatchback","Aurora"
"3800","C_CND_003800","7/9/2022","Female",492000,"Honda","Odyssey","Overhead Camshaft","Manual","Pale White",54001,"Passenger","Greenville"
"3801","C_CND_003801","7/9/2022","Male",1300000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Black",26001,"Hatchback","Pasco"
"3802","C_CND_003802","7/9/2022","Male",1518000,"Chevrolet","Lumina","Overhead Camshaft","Manual","Black",42800,"Passenger","Janesville"
"3803","C_CND_003803","7/9/2022","Male",717500,"Audi","A6","Overhead Camshaft","Manual","Pale White",13500,"SUV","Austin"
"3804","C_CND_003804","7/9/2022","Female",705000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Black",17000,"Hatchback","Middletown"
"3805","C_CND_003805","7/9/2022","Male",1260000,"Oldsmobile","Cutlass","DoubleÂ Overhead Camshaft","Auto","Red",15000,"Sedan","Aurora"
"3806","C_CND_003806","7/9/2022","Male",805000,"Chevrolet","Metro","DoubleÂ Overhead Camshaft","Auto","Black",31000,"Passenger","Greenville"
"3807","C_CND_003807","7/9/2022","Male",788000,"Acura","RL","Overhead Camshaft","Manual","Red",34000,"SUV","Pasco"
"3808","C_CND_003808","7/9/2022","Male",1101000,"Chevrolet","Malibu","Overhead Camshaft","Manual","Red",82101,"Hardtop","Aurora"
"3809","C_CND_003809","7/9/2022","Male",645000,"Volvo","C70","Overhead Camshaft","Manual","Black",17000,"Hatchback","Scottsdale"
"3810","C_CND_003810","7/9/2022","Male",612000,"Lincoln","Town car","DoubleÂ Overhead Camshaft","Auto","Pale White",18000,"Hatchback","Austin"
"3811","C_CND_003811","7/9/2022","Female",1100000,"Mitsubishi","Galant","DoubleÂ Overhead Camshaft","Auto","Pale White",36000,"Passenger","Middletown"
"3812","C_CND_003812","7/9/2022","Female",815250,"Mitsubishi","Montero","Overhead Camshaft","Manual","Black",16250,"SUV","Aurora"
"3813","C_CND_003813","7/9/2022","Female",1860000,"Volkswagen","GTI","DoubleÂ Overhead Camshaft","Auto","Red",25000,"SUV","Greenville"
"3814","C_CND_003814","7/9/2022","Male",3220000,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Red",69000,"Passenger","Pasco"
"3815","C_CND_003815","7/9/2022","Female",490000,"Nissan","Frontier","Overhead Camshaft","Manual","Black",53000,"Hatchback","Janesville"
"3816","C_CND_003816","7/9/2022","Female",430000,"Chevrolet","Impala","Overhead Camshaft","Manual","Red",22000,"Hatchback","Scottsdale"
"3817","C_CND_003817","7/9/2022","Male",830000,"Acura","RL","DoubleÂ Overhead Camshaft","Auto","Black",24000,"SUV","Scottsdale"
"3818","C_CND_003818","7/9/2022","Male",881000,"Hyundai","Elantra","Overhead Camshaft","Manual","Red",22000,"Sedan","Austin"
"3819","C_CND_003819","7/9/2022","Male",660000,"Mercedes-B","S-Class","Overhead Camshaft","Manual","Red",21000,"SUV","Middletown"
"3820","C_CND_003820","7/9/2022","Male",945000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Red",13000,"Hatchback","Aurora"
"3821","C_CND_003821","7/9/2022","Male",1210000,"Volkswagen","Beetle","DoubleÂ Overhead Camshaft","Auto","Red",45000,"Hatchback","Greenville"
"3822","C_CND_003822","7/9/2022","Male",970000,"Chevrolet","Malibu","Overhead Camshaft","Manual","Pale White",14000,"Hatchback","Pasco"
"3823","C_CND_003823","7/9/2022","Male",465000,"Subaru","Forester","Overhead Camshaft","Manual","Red",26000,"Hatchback","Janesville"
"3824","C_CND_003824","7/9/2022","Male",725000,"Hyundai","Sonata","Overhead Camshaft","Manual","Red",21000,"SUV","Scottsdale"
"3825","C_CND_003825","7/9/2022","Female",13500,"Dodge","Durango","DoubleÂ Overhead Camshaft","Auto","Pale White",10000,"SUV","Austin"
"3826","C_CND_003826","7/9/2022","Male",990000,"Mitsubishi","Montero Sport","Overhead Camshaft","Manual","Red",29000,"Hatchback","Janesville"
"3827","C_CND_003827","7/9/2022","Male",972500,"Dodge","Ram Van","DoubleÂ Overhead Camshaft","Auto","Black",60500,"Hatchback","Scottsdale"
"3828","C_CND_003828","7/9/2022","Male",955000,"Oldsmobile","Aurora","DoubleÂ Overhead Camshaft","Auto","Red",24000,"Passenger","Janesville"
"3829","C_CND_003829","7/9/2022","Male",1900000,"Chevrolet","Corvette","DoubleÂ Overhead Camshaft","Auto","Pale White",46000,"SUV","Scottsdale"
"3830","C_CND_003830","7/9/2022","Male",13500,"Saab","3-Sep","DoubleÂ Overhead Camshaft","Auto","Black",23000,"Sedan","Austin"
"3831","C_CND_003831","7/10/2022","Male",950000,"Toyota","Celica","DoubleÂ Overhead Camshaft","Auto","Pale White",45001,"SUV","Aurora"
"3832","C_CND_003832","7/10/2022","Male",13500,"Mitsubishi","3000GT","Overhead Camshaft","Manual","Red",24001,"Sedan","Greenville"
"3833","C_CND_003833","7/10/2022","Male",13500,"Mercedes-B","M-Class","Overhead Camshaft","Manual","Red",25000,"Hardtop","Scottsdale"
"3834","C_CND_003834","7/10/2022","Male",445000,"Chrysler","Concorde","DoubleÂ Overhead Camshaft","Auto","Pale White",42000,"Hardtop","Austin"
"3835","C_CND_003835","7/10/2022","Female",13500,"Honda","Civic","Overhead Camshaft","Manual","Black",43000,"Hatchback","Scottsdale"
"3836","C_CND_003836","7/10/2022","Male",632500,"Mercedes-B","SL-Class","Overhead Camshaft","Manual","Pale White",26500,"Hatchback","Austin"
"3837","C_CND_003837","7/10/2022","Female",390000,"Saturn","LW","DoubleÂ Overhead Camshaft","Auto","Pale White",18000,"Hatchback","Austin"
"3838","C_CND_003838","7/10/2022","Male",1055000,"Oldsmobile","Silhouette","Overhead Camshaft","Manual","Pale White",14500,"Sedan","Middletown"
"3839","C_CND_003839","7/10/2022","Male",1100000,"Toyota","RAV4","Overhead Camshaft","Manual","Pale White",22000,"Hatchback","Middletown"
"3840","C_CND_003840","7/10/2022","Female",13500,"Mercury","Cougar","Overhead Camshaft","Manual","Red",22000,"Hatchback","Aurora"
"3841","C_CND_003841","7/11/2022","Female",1200000,"Plymouth","Voyager","DoubleÂ Overhead Camshaft","Auto","Pale White",22001,"Passenger","Pasco"
"3842","C_CND_003842","7/11/2022","Male",1600000,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Red",19001,"Passenger","Janesville"
"3843","C_CND_003843","7/11/2022","Female",825000,"Honda","Accord","Overhead Camshaft","Manual","Black",43001,"Sedan","Scottsdale"
"3844","C_CND_003844","7/11/2022","Male",585000,"Chevrolet","Metro","DoubleÂ Overhead Camshaft","Auto","Pale White",12001,"Passenger","Austin"
"3845","C_CND_003845","7/11/2022","Male",13500,"Volkswagen","Cabrio","Overhead Camshaft","Manual","Red",25001,"Sedan","Middletown"
"3846","C_CND_003846","7/11/2022","Female",1631000,"Mercury","Sable","DoubleÂ Overhead Camshaft","Auto","Pale White",26100,"Sedan","Aurora"
"3847","C_CND_003847","7/11/2022","Male",13500,"Jaguar","S-Type","Overhead Camshaft","Manual","Red",21001,"Passenger","Greenville"
"3848","C_CND_003848","7/11/2022","Male",650000,"Audi","A4","DoubleÂ Overhead Camshaft","Auto","Black",27001,"SUV","Pasco"
"3849","C_CND_003849","7/11/2022","Male",725000,"Volkswagen","Passat","Overhead Camshaft","Manual","Red",20001,"Hatchback","Janesville"
"3850","C_CND_003850","7/11/2022","Male",665000,"Acura","TL","DoubleÂ Overhead Camshaft","Auto","Black",28000,"Hatchback","Scottsdale"
"3851","C_CND_003851","7/11/2022","Male",560500,"Mercury","Cougar","Overhead Camshaft","Manual","Pale White",28500,"Hatchback","Austin"
"3852","C_CND_003852","7/11/2022","Male",13500,"Oldsmobile","Bravada","Overhead Camshaft","Manual","Black",17000,"Hatchback","Pasco"
"3853","C_CND_003853","7/11/2022","Male",13500,"Ford","Ranger","Overhead Camshaft","Manual","Black",18001,"Hardtop","Janesville"
"3854","C_CND_003854","7/11/2022","Male",1695000,"Lincoln","Town car","DoubleÂ Overhead Camshaft","Auto","Black",26500,"Hatchback","Scottsdale"
"3855","C_CND_003855","7/11/2022","Male",2550000,"BMW","323i","Overhead Camshaft","Manual","Red",21000,"Hatchback","Austin"
"3856","C_CND_003856","7/11/2022","Female",1590000,"Saturn","LW","DoubleÂ Overhead Camshaft","Auto","Pale White",18000,"Hatchback","Middletown"
"3857","C_CND_003857","7/11/2022","Female",532500,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Red",19500,"Passenger","Aurora"
"3858","C_CND_003858","7/11/2022","Male",561000,"Mercedes-B","C-Class","DoubleÂ Overhead Camshaft","Auto","Black",14000,"Hatchback","Greenville"
"3859","C_CND_003859","7/11/2022","Male",525000,"Ford","Contour","DoubleÂ Overhead Camshaft","Auto","Red",19000,"Sedan","Pasco"
"3860","C_CND_003860","7/11/2022","Male",2800000,"Saab","3-Sep","DoubleÂ Overhead Camshaft","Auto","Red",69000,"Sedan","Janesville"
"3861","C_CND_003861","7/11/2022","Male",1870000,"Ford","Expedition","DoubleÂ Overhead Camshaft","Auto","Black",26000,"SUV","Scottsdale"
"3862","C_CND_003862","7/11/2022","Male",2402500,"Jeep","Wrangler","Overhead Camshaft","Manual","Pale White",23250,"Hatchback","Austin"
"3863","C_CND_003863","7/11/2022","Male",435000,"Acura","TL","DoubleÂ Overhead Camshaft","Auto","Black",28000,"Hatchback","Middletown"
"3864","C_CND_003864","7/11/2022","Female",1190000,"Ford","Crown Victoria","Overhead Camshaft","Manual","Pale White",20000,"Passenger","Aurora"
"3865","C_CND_003865","7/11/2022","Female",1516000,"Lexus","LS400","DoubleÂ Overhead Camshaft","Auto","Black",22600,"Sedan","Greenville"
"3866","C_CND_003866","7/11/2022","Male",13500,"Ford","F-Series","Overhead Camshaft","Manual","Pale White",14000,"Passenger","Pasco"
"3867","C_CND_003867","7/11/2022","Male",468250,"Chevrolet","Camaro","DoubleÂ Overhead Camshaft","Auto","Black",41250,"Sedan","Janesville"
"3868","C_CND_003868","7/11/2022","Male",1716000,"Mercedes-B","SL-Class","Overhead Camshaft","Manual","Pale White",26600,"Hatchback","Austin"
"3869","C_CND_003869","7/11/2022","Male",270000,"Chrysler","Concorde","Overhead Camshaft","Manual","Pale White",28000,"Hatchback","Austin"
"3870","C_CND_003870","7/11/2022","Male",365000,"Cadillac","Catera","DoubleÂ Overhead Camshaft","Auto","Pale White",75000,"Hatchback","Middletown"
"3871","C_CND_003871","7/11/2022","Male",340000,"Volkswagen","Beetle","Overhead Camshaft","Manual","Red",21000,"Hatchback","Aurora"
"3872","C_CND_003872","7/11/2022","Male",722500,"Dodge","Viper","DoubleÂ Overhead Camshaft","Auto","Red",41500,"SUV","Greenville"
"3873","C_CND_003873","7/11/2022","Male",1600000,"Subaru","Forester","DoubleÂ Overhead Camshaft","Auto","Black",22000,"Hatchback","Pasco"
"3874","C_CND_003874","7/11/2022","Female",13500,"Saab","3-Sep","DoubleÂ Overhead Camshaft","Auto","Red",69000,"Sedan","Aurora"
"3875","C_CND_003875","7/11/2022","Female",13500,"Volvo","S40","DoubleÂ Overhead Camshaft","Auto","Black",17000,"Sedan","Greenville"
"3876","C_CND_003876","7/11/2022","Male",1030000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Red",13000,"Hatchback","Pasco"
"3877","C_CND_003877","7/11/2022","Male",1450000,"Dodge","Viper","DoubleÂ Overhead Camshaft","Auto","Red",23000,"SUV","Janesville"
"3878","C_CND_003878","7/11/2022","Male",760000,"Jeep","Wrangler","DoubleÂ Overhead Camshaft","Auto","Red",13000,"Hatchback","Scottsdale"
"3879","C_CND_003879","7/11/2022","Female",850000,"Chevrolet","Prizm","DoubleÂ Overhead Camshaft","Auto","Pale White",42001,"Hardtop","Aurora"
"3880","C_CND_003880","7/11/2022","Male",13500,"Oldsmobile","Silhouette","DoubleÂ Overhead Camshaft","Auto","Black",60000,"Sedan","Middletown"
"3881","C_CND_003881","7/11/2022","Male",1265000,"Saturn","SL","DoubleÂ Overhead Camshaft","Auto","Black",11500,"SUV","Aurora"
"3882","C_CND_003882","7/11/2022","Female",450000,"Pontiac","Grand Am","DoubleÂ Overhead Camshaft","Auto","Red",31000,"SUV","Greenville"
"3883","C_CND_003883","7/11/2022","Male",823000,"Mercedes-B","S-Class","Overhead Camshaft","Manual","Black",18000,"SUV","Pasco"
"3884","C_CND_003884","7/11/2022","Male",13500,"Nissan","Pathfinder","Overhead Camshaft","Manual","Pale White",16001,"Hardtop","Greenville"
"3885","C_CND_003885","7/11/2022","Male",1266000,"Lincoln","Town car","Overhead Camshaft","Manual","Black",17600,"Hatchback","Greenville"
"3886","C_CND_003886","7/11/2022","Male",1040000,"Saturn","LS","DoubleÂ Overhead Camshaft","Auto","Pale White",51000,"Sedan","Pasco"
"3887","C_CND_003887","7/11/2022","Female",625000,"Lexus","GS400","DoubleÂ Overhead Camshaft","Auto","Pale White",25000,"Hatchback","Janesville"
"3888","C_CND_003888","7/11/2022","Female",13500,"Honda","CR-V","DoubleÂ Overhead Camshaft","Auto","Red",39000,"SUV","Scottsdale"
"3889","C_CND_003889","7/11/2022","Female",751000,"Lincoln","Continental","Overhead Camshaft","Manual","Pale White",20000,"Passenger","Austin"
"3890","C_CND_003890","7/11/2022","Male",13500,"Honda","Accord","Overhead Camshaft","Manual","Black",43000,"Sedan","Middletown"
"3891","C_CND_003891","7/11/2022","Male",888000,"Plymouth","Prowler","DoubleÂ Overhead Camshaft","Auto","Pale White",27000,"Hatchback","Aurora"
"3892","C_CND_003892","7/11/2022","Male",521000,"Toyota","RAV4","DoubleÂ Overhead Camshaft","Auto","Black",28000,"Hatchback","Greenville"
"3893","C_CND_003893","7/11/2022","Female",423750,"Chevrolet","Monte Carlo","Overhead Camshaft","Manual","Black",44750,"Hatchback","Pasco"
"3894","C_CND_003894","7/11/2022","Male",857700,"Honda","CR-V","DoubleÂ Overhead Camshaft","Auto","Black",31700,"SUV","Janesville"
"3895","C_CND_003895","7/11/2022","Male",642500,"Lincoln","Navigator","DoubleÂ Overhead Camshaft","Auto","Black",19500,"Sedan","Scottsdale"
"3896","C_CND_003896","7/12/2022","Male",615000,"BMW","323i","DoubleÂ Overhead Camshaft","Auto","Red",19000,"Hatchback","Janesville"
"3897","C_CND_003897","7/12/2022","Male",845000,"Pontiac","Grand Prix","DoubleÂ Overhead Camshaft","Auto","Red",69000,"Passenger","Scottsdale"
"3898","C_CND_003898","7/12/2022","Male",585000,"Chevrolet","Prizm","Overhead Camshaft","Manual","Black",16000,"SUV","Austin"
"3899","C_CND_003899","7/12/2022","Male",440000,"Subaru","Forester","DoubleÂ Overhead Camshaft","Auto","Black",22000,"SUV","Middletown"
"3900","C_CND_003900","7/12/2022","Male",850000,"Mercury","Cougar","DoubleÂ Overhead Camshaft","Auto","Black",26000,"Hatchback","Aurora"
"3901","C_CND_003901","7/12/2022","Female",775000,"Cadillac","Escalade","Overhead Camshaft","Manual","Black",34000,"Sedan","Greenville"
"3902","C_CND_003902","7/12/2022","Male",850000,"Oldsmobile","Intrigue","DoubleÂ Overhead Camshaft","Auto","Red",39000,"SUV","Pasco"
"3903","C_CND_003903","7/12/2022","Male",705000,"Pontiac","Sunfire","DoubleÂ Overhead Camshaft","Auto","Black",18000,"Sedan","Janesville"
"3904","C_CND_003904","7/12/2022","Male",1955000,"Saturn","LS","DoubleÂ Overhead Camshaft","Auto","Red",24500,"Sedan","Middletown"
"3905","C_CND_003905","7/12/2022","Male",1702000,"Pontiac","Grand Am","DoubleÂ Overhead Camshaft","Auto","Pale White",12200,"SUV","Aurora"
"3906","C_CND_003906","7/12/2022","Male",500000,"Mercury","Villager","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Passenger","Greenville"
"3907","C_CND_003907","7/12/2022","Male",3399000,"Mitsubishi","3000GT","Overhead Camshaft","Manual","Red",24900,"Sedan","Pasco"
"3908","C_CND_003908","7/12/2022","Male",4802500,"Ford","Ranger","Overhead Camshaft","Manual","Black",25251,"Hardtop","Scottsdale"
"3909","C_CND_003909","7/12/2022","Male",3900000,"Mercedes-B","E-Class","DoubleÂ Overhead Camshaft","Auto","Pale White",31000,"Sedan","Scottsdale"
"3910","C_CND_003910","7/12/2022","Male",13500,"Volkswagen","Cabrio","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Sedan","Austin"
"3911","C_CND_003911","7/12/2022","Male",697000,"Ford","Contour","DoubleÂ Overhead Camshaft","Auto","Pale White",62000,"Sedan","Middletown"
"3912","C_CND_003912","7/12/2022","Male",1665000,"Saturn","SC","DoubleÂ Overhead Camshaft","Auto","Black",33500,"Hatchback","Janesville"
"3913","C_CND_003913","7/12/2022","Male",13500,"Cadillac","Escalade","DoubleÂ Overhead Camshaft","Auto","Pale White",38000,"Sedan","Scottsdale"
"3914","C_CND_003914","7/12/2022","Male",323000,"Chrysler","300M","DoubleÂ Overhead Camshaft","Auto","Red",16000,"SUV","Austin"
"3915","C_CND_003915","7/12/2022","Male",550000,"Oldsmobile","Aurora","Overhead Camshaft","Manual","Red",71000,"Passenger","Middletown"
"3916","C_CND_003916","7/12/2022","Female",1220000,"Saab","3-Sep","DoubleÂ Overhead Camshaft","Auto","Black",26000,"Sedan","Aurora"
"3917","C_CND_003917","7/12/2022","Male",638000,"Toyota","Land Cruiser","DoubleÂ Overhead Camshaft","Auto","Black",21001,"SUV","Greenville"
"3918","C_CND_003918","7/12/2022","Male",131000,"Buick","Century","DoubleÂ Overhead Camshaft","Auto","Pale White",17000,"Hatchback","Pasco"
"3919","C_CND_003919","7/12/2022","Male",13500,"Lexus","LS400","Overhead Camshaft","Manual","Black",69000,"Sedan","Janesville"
"3920","C_CND_003920","7/12/2022","Male",950000,"Mercedes-B","SL-Class","Overhead Camshaft","Manual","Pale White",26001,"Hardtop","Middletown"
"3921","C_CND_003921","7/12/2022","Female",502000,"BMW","528i","Overhead Camshaft","Manual","Pale White",16000,"SUV","Austin"
"3922","C_CND_003922","7/12/2022","Male",727000,"Hyundai","Sonata","Overhead Camshaft","Manual","Red",21000,"SUV","Middletown"
"3923","C_CND_003923","7/12/2022","Male",707500,"Dodge","Ram Van","DoubleÂ Overhead Camshaft","Auto","Pale White",15500,"Hatchback","Aurora"
"3924","C_CND_003924","7/12/2022","Male",680000,"Mercedes-B","SL-Class","Overhead Camshaft","Manual","Pale White",26001,"Hardtop","Austin"
"3925","C_CND_003925","7/12/2022","Male",581000,"Volkswagen","GTI","Overhead Camshaft","Manual","Black",25000,"SUV","Pasco"
"3926","C_CND_003926","7/12/2022","Male",640000,"Chrysler","Concorde","Overhead Camshaft","Manual","Pale White",28001,"Hardtop","Middletown"
"3927","C_CND_003927","7/12/2022","Female",372000,"Toyota","Camry","Overhead Camshaft","Manual","Black",29000,"Hatchback","Scottsdale"
"3928","C_CND_003928","7/12/2022","Female",555000,"Nissan","Frontier","DoubleÂ Overhead Camshaft","Auto","Pale White",26000,"Hatchback","Austin"
"3929","C_CND_003929","7/12/2022","Male",1676000,"Volkswagen","Jetta","DoubleÂ Overhead Camshaft","Auto","Red",69600,"Passenger","Middletown"
"3930","C_CND_003930","7/12/2022","Male",1400000,"Ford","Mustang","Overhead Camshaft","Manual","Black",22000,"Hatchback","Aurora"
"3931","C_CND_003931","7/12/2022","Male",1301000,"Volvo","S80","Overhead Camshaft","Manual","Pale White",21100,"Sedan","Greenville"
"3932","C_CND_003932","7/12/2022","Male",575000,"Chrysler","Sebring Coupe","Overhead Camshaft","Manual","Red",21000,"Sedan","Pasco"
"3933","C_CND_003933","7/12/2022","Female",13500,"Ford","Ranger","Overhead Camshaft","Manual","Black",18000,"Hatchback","Janesville"
"3934","C_CND_003934","7/12/2022","Male",766000,"Mercedes-B","C-Class","Overhead Camshaft","Manual","Pale White",17000,"Hatchback","Scottsdale"
"3935","C_CND_003935","7/12/2022","Male",910000,"Oldsmobile","Silhouette","DoubleÂ Overhead Camshaft","Auto","Black",60000,"Sedan","Austin"
"3936","C_CND_003936","7/13/2022","Male",1100000,"Dodge","Ram Pickup","Overhead Camshaft","Manual","Black",19000,"SUV","Scottsdale"
"3937","C_CND_003937","7/13/2022","Female",710000,"Porsche","Boxter","Overhead Camshaft","Manual","Red",24000,"SUV","Austin"
"3938","C_CND_003938","7/13/2022","Male",892500,"Volvo","S70","DoubleÂ Overhead Camshaft","Auto","Black",26500,"SUV","Middletown"
"3939","C_CND_003939","7/13/2022","Female",730000,"Honda","CR-V","DoubleÂ Overhead Camshaft","Auto","Black",31000,"SUV","Aurora"
"3940","C_CND_003940","7/13/2022","Female",790000,"Audi","A6","Overhead Camshaft","Manual","Pale White",13000,"SUV","Greenville"
"3941","C_CND_003941","7/13/2022","Female",550000,"Saturn","SW","Overhead Camshaft","Manual","Black",36000,"Passenger","Aurora"
"3942","C_CND_003942","7/13/2022","Male",13500,"BMW","328i","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Sedan","Greenville"
"3943","C_CND_003943","7/13/2022","Female",13500,"Honda","Passport","Overhead Camshaft","Manual","Black",22000,"Hardtop","Austin"
"3944","C_CND_003944","7/13/2022","Female",675000,"Acura","TL","Overhead Camshaft","Manual","Pale White",14000,"Hatchback","Janesville"
"3945","C_CND_003945","7/13/2022","Male",441000,"Dodge","Intrepid","DoubleÂ Overhead Camshaft","Auto","Red",31000,"Sedan","Scottsdale"
"3946","C_CND_003946","7/13/2022","Male",1090000,"Chevrolet","Prizm","Overhead Camshaft","Manual","Red",22000,"Hatchback","Austin"
"3947","C_CND_003947","7/13/2022","Male",1365000,"Honda","Odyssey","Overhead Camshaft","Manual","Pale White",27500,"Passenger","Austin"
"3948","C_CND_003948","7/13/2022","Male",1750000,"Dodge","Ram Pickup","DoubleÂ Overhead Camshaft","Auto","Pale White",45000,"Hatchback","Middletown"
"3949","C_CND_003949","7/13/2022","Male",13500,"Chrysler","Sebring Coupe","Overhead Camshaft","Manual","Pale White",26000,"Sedan","Aurora"
"3950","C_CND_003950","7/13/2022","Male",580000,"Subaru","Forester","Overhead Camshaft","Manual","Red",17000,"Hatchback","Greenville"
"3951","C_CND_003951","7/13/2022","Female",373500,"Volkswagen","Beetle","Overhead Camshaft","Manual","Red",21501,"Hardtop","Greenville"
"3952","C_CND_003952","7/13/2022","Female",675000,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Pale White",31000,"Hatchback","Janesville"
"3953","C_CND_003953","7/13/2022","Male",1100000,"Lincoln","Navigator","DoubleÂ Overhead Camshaft","Auto","Black",19000,"Sedan","Scottsdale"
"3954","C_CND_003954","7/13/2022","Male",13500,"Jaguar","S-Type","Overhead Camshaft","Manual","Red",45000,"Passenger","Austin"
"3955","C_CND_003955","7/13/2022","Male",650000,"Buick","Park Avenue","DoubleÂ Overhead Camshaft","Auto","Pale White",62000,"Hatchback","Middletown"
"3956","C_CND_003956","7/13/2022","Male",1200000,"Plymouth","Neon","DoubleÂ Overhead Camshaft","Auto","Pale White",27000,"SUV","Aurora"
"3957","C_CND_003957","7/13/2022","Female",1080000,"Honda","Accord","DoubleÂ Overhead Camshaft","Auto","Pale White",21000,"Sedan","Greenville"
"3958","C_CND_003958","7/13/2022","Female",1005000,"Cadillac","Eldorado","Overhead Camshaft","Manual","Black",29500,"Passenger","Pasco"
"3959","C_CND_003959","7/13/2022","Female",13500,"Volkswagen","Jetta","DoubleÂ Overhead Camshaft","Auto","Black",22000,"Passenger","Janesville"
"3960","C_CND_003960","7/13/2022","Male",13500,"Dodge","Stratus","Overhead Camshaft","Manual","Red",37000,"Hatchback","Scottsdale"
"3961","C_CND_003961","7/14/2022","Male",695000,"Chrysler","LHS","DoubleÂ Overhead Camshaft","Auto","Black",17000,"Hatchback","Pasco"
"3962","C_CND_003962","7/14/2022","Female",855000,"Oldsmobile","Cutlass","DoubleÂ Overhead Camshaft","Auto","Red",15000,"Sedan","Janesville"
"3963","C_CND_003963","7/14/2022","Male",522500,"Chevrolet","Metro","DoubleÂ Overhead Camshaft","Auto","Black",31500,"Passenger","Scottsdale"
"3964","C_CND_003964","7/14/2022","Female",990000,"Acura","RL","Overhead Camshaft","Manual","Red",34000,"SUV","Austin"
"3965","C_CND_003965","7/14/2022","Male",867000,"Toyota","Tacoma","Overhead Camshaft","Manual","Pale White",24000,"Hardtop","Austin"
"3966","C_CND_003966","7/14/2022","Male",13500,"Volkswagen","Cabrio","DoubleÂ Overhead Camshaft","Auto","Black",16000,"Sedan","Aurora"
"3967","C_CND_003967","7/14/2022","Male",738000,"Lincoln","Town car","DoubleÂ Overhead Camshaft","Auto","Pale White",18000,"Hatchback","Greenville"
"3968","C_CND_003968","7/14/2022","Male",13500,"Ford","Explorer","DoubleÂ Overhead Camshaft","Auto","Black",22000,"Hatchback","Pasco"
"3969","C_CND_003969","7/14/2022","Male",13500,"Hyundai","Accent","Overhead Camshaft","Manual","Black",18000,"Hatchback","Pasco"
"3970","C_CND_003970","7/14/2022","Male",2005000,"Cadillac","Eldorado","DoubleÂ Overhead Camshaft","Auto","Red",31500,"Passenger","Janesville"
"3971","C_CND_003971","7/14/2022","Male",523000,"Toyota","Land Cruiser","DoubleÂ Overhead Camshaft","Auto","Red",33000,"SUV","Scottsdale"
"3972","C_CND_003972","7/14/2022","Male",420000,"Honda","Accord","DoubleÂ Overhead Camshaft","Auto","Pale White",21001,"Sedan","Austin"
"3973","C_CND_003973","7/14/2022","Male",680000,"Ford","Contour","DoubleÂ Overhead Camshaft","Auto","Red",19000,"Sedan","Aurora"
"3974","C_CND_003974","7/14/2022","Male",750000,"Plymouth","Voyager","Overhead Camshaft","Manual","Red",12000,"Passenger","Greenville"
"3975","C_CND_003975","7/14/2022","Male",531000,"Subaru","Forester","DoubleÂ Overhead Camshaft","Auto","Black",22001,"Hardtop","Janesville"
"3976","C_CND_003976","7/14/2022","Male",640000,"BMW","328i","Overhead Camshaft","Manual","Red",21000,"Sedan","Janesville"
"3977","C_CND_003977","7/14/2022","Male",13500,"Hyundai","Sonata","Overhead Camshaft","Manual","Pale White",13000,"SUV","Austin"
"3978","C_CND_003978","7/14/2022","Male",675000,"Dodge","Durango","DoubleÂ Overhead Camshaft","Auto","Black",24000,"SUV","Middletown"
"3979","C_CND_003979","7/14/2022","Male",13500,"Volkswagen","Passat","DoubleÂ Overhead Camshaft","Auto","Black",9000,"Hatchback","Aurora"
"3980","C_CND_003980","7/14/2022","Male",622000,"Chevrolet","Prizm","Overhead Camshaft","Manual","Pale White",22000,"Hatchback","Greenville"
"3981","C_CND_003981","7/16/2022","Male",680000,"Mitsubishi","Montero Sport","DoubleÂ Overhead Camshaft","Auto","Red",39000,"SUV","Middletown"
"3982","C_CND_003982","7/16/2022","Male",500000,"Volvo","C70","Overhead Camshaft","Manual","Black",17000,"Hatchback","Aurora"
"3983","C_CND_003983","7/16/2022","Male",550000,"Lincoln","Town car","DoubleÂ Overhead Camshaft","Auto","Pale White",18000,"Hatchback","Greenville"
"3984","C_CND_003984","7/16/2022","Male",730000,"Mitsubishi","Galant","DoubleÂ Overhead Camshaft","Auto","Pale White",36000,"Passenger","Pasco"
"3985","C_CND_003985","7/16/2022","Male",875000,"Mitsubishi","Montero","Overhead Camshaft","Manual","Black",16000,"SUV","Janesville"
"3986","C_CND_003986","7/16/2022","Female",13500,"Volkswagen","GTI","DoubleÂ Overhead Camshaft","Auto","Red",25000,"SUV","Scottsdale"
